pdfURL
https://pec.ac.in/sites/default/files/uploads/events/STC-MMCO-2021.pdf
https://pec.ac.in/sites/default/files/uploads/events/Email_Manual.pdf
https://pec.ac.in/sites/default/files/uploads/events/corona_virus_urgent_notice.pdf
https://pec.ac.in/sites/default/files/uploads/tenders/tender_cc_7-9-20.pdf
https://pec.ac.in/sites/default/files/office_orders/office_order_1-9-2020.pdf
https://pec.ac.in/sites/default/files/uploads/nirf_2019-20.pdf
https://pec.ac.in/sites/default/files/uploads/RTI_mandatory_Info_07-01-2020.pdf
https://pec.ac.in/sites/default/files/uploads/rightinfo_12_form.pdf
https://pec.ac.in/sites/default/files/uploads/audit_report_rti.pdf
https://pec.ac.in/sites/default/files/uploads/balance_sheet_pec_18-19.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_annual_report_11-12.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_annual_report_13-14.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_annual_report_14-15.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_annual_report_15-16.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_annual_report_16-17.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_annual_report_17-18.pdf
https://pec.ac.in/sites/default/files/uploads/phd_rules.pdf
https://pec.ac.in/sites/default/files/uploads/naac_ssr_pec.pdf
https://pec.ac.in/sites/default/files/attachments/nsp_notice.pdf
https://pec.ac.in/sites/default/files/attachments/sdpc_notice.pdf
https://pec.ac.in/sites/default/files/attachments/scholarships_minority_communities_notice.pdf
https://pec.ac.in/sites/default/files/attachments/top_class_sc.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_aqar-2017-18.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_aqar-2016-17.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_aqar-2015-16.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_aqar-2014-15.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_aqar-2013-14.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_aqar-2012-13.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_aqar-2011-12.pdf
https://pec.ac.in/sites/default/files/uploads/iqac_aqar-2010-11.pdf
https://pec.ac.in/sites/default/files/uploads/Siemens_CoE_PEC_compressed.pdf
